2019-09-29 21.18.18 2143620498159075611_대림미술관.jpg;오늘 날씨두 좋구하여 윗동네로 마실#9월의마지막주말 #대림미술관 #하이메아욘 #SERIOUSFUN
2019-10-27 18.18.59 2163823960607992105_대림미술관.jpg;#하이메아욘숨겨진일곱가지사연 #대림미술관 #전시회#종이화병 #기념품 오랜만에 콧바람좀 쐬려구 했더니 너무 추웠당🍂🍂🍂그래두 잼썼당❣
2019-10-27 18.18.59 2163823960608090609_대림미술관.jpg;#하이메아욘숨겨진일곱가지사연 #대림미술관 #전시회#종이화병 #기념품 오랜만에 콧바람좀 쐬려구 했더니 너무 추웠당🍂🍂🍂그래두 잼썼당❣
2019-10-27 18.18.59 2163823963846072854_대림미술관.jpg;#하이메아욘숨겨진일곱가지사연 #대림미술관 #전시회#종이화병 #기념품 오랜만에 콧바람좀 쐬려구 했더니 너무 추웠당🍂🍂🍂그래두 잼썼당❣
2019-10-27 18.25.04 2163827025219375972_대림미술관.jpg;BIRTHDAY DATE간만에 둘이서 데이트이게 얼마만에 전시회인가 너무 좋다
2019-10-27 18.25.04 2163827025236008126_대림미술관.jpg;BIRTHDAY DATE간만에 둘이서 데이트이게 얼마만에 전시회인가 너무 좋다
2019-10-27 18.25.04 2163827025252870469_대림미술관.jpg;BIRTHDAY DATE간만에 둘이서 데이트이게 얼마만에 전시회인가 너무 좋다
2019-10-27 18.25.04 2163827025261166108_대림미술관.jpg;BIRTHDAY DATE간만에 둘이서 데이트이게 얼마만에 전시회인가 너무 좋다
2019-10-27 18.25.04 2163827025269622925_대림미술관.jpg;BIRTHDAY DATE간만에 둘이서 데이트이게 얼마만에 전시회인가 너무 좋다
2019-10-27 18.25.04 2163827025269643242_대림미술관.jpg;BIRTHDAY DATE간만에 둘이서 데이트이게 얼마만에 전시회인가 너무 좋다
2019-10-27 18.25.04 2163827025278114698_대림미술관.jpg;BIRTHDAY DATE간만에 둘이서 데이트이게 얼마만에 전시회인가 너무 좋다
2019-10-27 18.25.04 2163827027576478433_대림미술관.jpg;BIRTHDAY DATE간만에 둘이서 데이트이게 얼마만에 전시회인가 너무 좋다
2019-10-27 18.28.36 2163828803906791465_대림미술관.jpg;전시회...재밋는데...보다가...기차놓침...수수료...입석...탑승...부과세...50...퍼.....오늘의 교훈....기차타러...빨리...가자.....😭😭😭#대림미술관 #하이메아욘 #서울 #안녕 #노답 #멍청비용 #🤬 #급성스트레스 #🤯
2019-10-27 18.28.36 2163828806373006888_대림미술관.jpg;전시회...재밋는데...보다가...기차놓침...수수료...입석...탑승...부과세...50...퍼.....오늘의 교훈....기차타러...빨리...가자.....😭😭😭#대림미술관 #하이메아욘 #서울 #안녕 #노답 #멍청비용 #🤬 #급성스트레스 #🤯
2019-10-27 18.31.45 2163830389469297798_대림미술관.jpg;오랜만에 전시관람오랜만에 종로나들이하이메아욘, 숨겨진 일곱  가지 사연디자인전시는 진짜 오랜만이다.스케치대로 작품이 구현되는 환경과 디자이너 능력이 부럽사실 전시보다 먹으러 갔ㅇ..... #대림미술관 #하이메아욘 #숨겨진일곱가지사연 #jaimehayon #photobymoon #전시관람
2019-10-27 18.31.45 2163830389477712801_대림미술관.jpg;오랜만에 전시관람오랜만에 종로나들이하이메아욘, 숨겨진 일곱  가지 사연디자인전시는 진짜 오랜만이다.스케치대로 작품이 구현되는 환경과 디자이너 능력이 부럽사실 전시보다 먹으러 갔ㅇ..... #대림미술관 #하이메아욘 #숨겨진일곱가지사연 #jaimehayon #photobymoon #전시관람
2019-10-27 18.31.45 2163830389485865467_대림미술관.jpg;오랜만에 전시관람오랜만에 종로나들이하이메아욘, 숨겨진 일곱  가지 사연디자인전시는 진짜 오랜만이다.스케치대로 작품이 구현되는 환경과 디자이너 능력이 부럽사실 전시보다 먹으러 갔ㅇ..... #대림미술관 #하이메아욘 #숨겨진일곱가지사연 #jaimehayon #photobymoon #전시관람
2019-10-27 18.31.45 2163830389502734056_대림미술관.jpg;오랜만에 전시관람오랜만에 종로나들이하이메아욘, 숨겨진 일곱  가지 사연디자인전시는 진짜 오랜만이다.스케치대로 작품이 구현되는 환경과 디자이너 능력이 부럽사실 전시보다 먹으러 갔ㅇ..... #대림미술관 #하이메아욘 #숨겨진일곱가지사연 #jaimehayon #photobymoon #전시관람
2019-10-27 18.31.45 2163830389511163679_대림미술관.jpg;오랜만에 전시관람오랜만에 종로나들이하이메아욘, 숨겨진 일곱  가지 사연디자인전시는 진짜 오랜만이다.스케치대로 작품이 구현되는 환경과 디자이너 능력이 부럽사실 전시보다 먹으러 갔ㅇ..... #대림미술관 #하이메아욘 #숨겨진일곱가지사연 #jaimehayon #photobymoon #전시관람
2019-10-27 18.31.45 2163830389511191247_대림미술관.jpg;오랜만에 전시관람오랜만에 종로나들이하이메아욘, 숨겨진 일곱  가지 사연디자인전시는 진짜 오랜만이다.스케치대로 작품이 구현되는 환경과 디자이너 능력이 부럽사실 전시보다 먹으러 갔ㅇ..... #대림미술관 #하이메아욘 #숨겨진일곱가지사연 #jaimehayon #photobymoon #전시관람
2019-10-27 18.31.45 2163830389519480338_대림미술관.jpg;오랜만에 전시관람오랜만에 종로나들이하이메아욘, 숨겨진 일곱  가지 사연디자인전시는 진짜 오랜만이다.스케치대로 작품이 구현되는 환경과 디자이너 능력이 부럽사실 전시보다 먹으러 갔ㅇ..... #대림미술관 #하이메아욘 #숨겨진일곱가지사연 #jaimehayon #photobymoon #전시관람
2019-10-27 18.31.45 2163830392933656334_대림미술관.jpg;오랜만에 전시관람오랜만에 종로나들이하이메아욘, 숨겨진 일곱  가지 사연디자인전시는 진짜 오랜만이다.스케치대로 작품이 구현되는 환경과 디자이너 능력이 부럽사실 전시보다 먹으러 갔ㅇ..... #대림미술관 #하이메아욘 #숨겨진일곱가지사연 #jaimehayon #photobymoon #전시관람
2019-10-27 18.37.55 2163833494856460360_대림미술관.jpg;대림미술관.
2019-10-27 18.37.55 2163833494873263362_대림미술관.jpg;대림미술관.
2019-10-27 18.37.55 2163833494889898130_대림미술관.jpg;대림미술관.
2019-10-27 18.37.55 2163833498555726051_대림미술관.jpg;대림미술관.
2019-10-27 18.39.56 2163834514485043496_대림미술관.jpg;.정말 잠깐이지만3G합체!!!🙌🏻
2019-10-27 18.53.16 2163841225017339285_대림미술관.jpg;노룩패스😎 동생이랑😆#전시회 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #대림미술관 #ootd #daily
2019-10-27 19.05.21 2163847304241981506_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 #전시회스타그램 5월에 선물받은티켓인데 10월말에야 왔네.엄마랑 같이 가려던 전시였으나 결국 전시마감일이 와서 친구랑 부랴부랴 방문했던 #서촌미술관-창조적발상과 시각적 자극이 돋보이던 전시.#오브제디자이너 답게 볼거리가 많다.#같이가줘서고마워 ㅋㅋㅋ #관람메이트
2019-10-27 19.05.21 2163847304250204020_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 #전시회스타그램 5월에 선물받은티켓인데 10월말에야 왔네.엄마랑 같이 가려던 전시였으나 결국 전시마감일이 와서 친구랑 부랴부랴 방문했던 #서촌미술관-창조적발상과 시각적 자극이 돋보이던 전시.#오브제디자이너 답게 볼거리가 많다.#같이가줘서고마워 ㅋㅋㅋ #관람메이트
2019-10-27 19.05.21 2163847304250246589_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 #전시회스타그램 5월에 선물받은티켓인데 10월말에야 왔네.엄마랑 같이 가려던 전시였으나 결국 전시마감일이 와서 친구랑 부랴부랴 방문했던 #서촌미술관-창조적발상과 시각적 자극이 돋보이던 전시.#오브제디자이너 답게 볼거리가 많다.#같이가줘서고마워 ㅋㅋㅋ #관람메이트
2019-10-27 19.05.21 2163847307488333360_대림미술관.jpg;#대림미술관 #하이메아욘숨겨진일곱가지사연 #전시회스타그램 5월에 선물받은티켓인데 10월말에야 왔네.엄마랑 같이 가려던 전시였으나 결국 전시마감일이 와서 친구랑 부랴부랴 방문했던 #서촌미술관-창조적발상과 시각적 자극이 돋보이던 전시.#오브제디자이너 답게 볼거리가 많다.#같이가줘서고마워 ㅋㅋㅋ #관람메이트
2019-10-27 19.12.15 2163850772244362462_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.12.15 2163850772252771572_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.12.15 2163850772252883634_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.12.15 2163850772261370815_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.12.15 2163850772269690018_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.12.15 2163850772277912313_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.12.15 2163850772303253923_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.12.15 2163850772311448112_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.12.15 2163850772319998559_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.12.15 2163850774635312561_대림미술관.jpg;#숨겨진일곱가지사연 #하이메아욘숨겨진일곱가지사연 #하이메아욘 #하이메야욘 #대림미술관 #대림미술관전시회 #전시회 #서울경복궁역 #서울대림미술관 #대림미술관에서 #서울탐험 #오랜만에서울 #엄마랑서울나드리 #은뇨 #여행하는은뇨 #미술관데이트 #미술관나들이🎨📷
2019-10-27 19.16.32 2163852928285121529_대림미술관.jpg;숨겨진 일곱가지 사연
2019-10-27 19.16.32 2163852928293532273_대림미술관.jpg;숨겨진 일곱가지 사연
2019-10-27 19.16.32 2163852928310072246_대림미술관.jpg;숨겨진 일곱가지 사연
2019-10-27 19.16.32 2163852928318576434_대림미술관.jpg;숨겨진 일곱가지 사연
2019-10-27 19.16.32 2163852928327058849_대림미술관.jpg;숨겨진 일곱가지 사연
2019-10-27 19.16.32 2163852928335435430_대림미술관.jpg;숨겨진 일곱가지 사연
2019-10-27 19.16.32 2163852928343766170_대림미술관.jpg;숨겨진 일곱가지 사연
2019-10-27 19.16.32 2163852930667289441_대림미술관.jpg;숨겨진 일곱가지 사연
2019-10-27 19.25.45 2163857565799548550_대림미술관.jpg;하이메 아욘....#themuseumvisitor #더뮤지엄비지터 #cdg #carharttwip #rafsimons #jaimehayon #하이메아욘 #대림미술관 #ootd #streetstyle
2019-10-27 19.25.45 2163857565832985874_대림미술관.jpg;하이메 아욘....#themuseumvisitor #더뮤지엄비지터 #cdg #carharttwip #rafsimons #jaimehayon #하이메아욘 #대림미술관 #ootd #streetstyle
2019-10-27 19.25.45 2163857565841510612_대림미술관.jpg;하이메 아욘....#themuseumvisitor #더뮤지엄비지터 #cdg #carharttwip #rafsimons #jaimehayon #하이메아욘 #대림미술관 #ootd #streetstyle
2019-10-27 19.25.45 2163857565849788824_대림미술관.jpg;하이메 아욘....#themuseumvisitor #더뮤지엄비지터 #cdg #carharttwip #rafsimons #jaimehayon #하이메아욘 #대림미술관 #ootd #streetstyle
2019-10-27 19.25.45 2163857565891856514_대림미술관.jpg;하이메 아욘....#themuseumvisitor #더뮤지엄비지터 #cdg #carharttwip #rafsimons #jaimehayon #하이메아욘 #대림미술관 #ootd #streetstyle
2019-10-27 19.25.45 2163857569062735519_대림미술관.jpg;하이메 아욘....#themuseumvisitor #더뮤지엄비지터 #cdg #carharttwip #rafsimons #jaimehayon #하이메아욘 #대림미술관 #ootd #streetstyle
2019-10-27 19.38.12 2163863835085599963_대림미술관.jpg;은비랑 간ㅋㅋ하이메 아욘 숨겨진 일곱 가지 사연#하이메아욘 #서울 #대림미술관 #경복궁역 #사진 #사진스타그램 #일상 #일상스타그램 #전시회#럽스타그램 #데이트
2019-10-27 19.38.12 2163863835102193361_대림미술관.jpg;은비랑 간ㅋㅋ하이메 아욘 숨겨진 일곱 가지 사연#하이메아욘 #서울 #대림미술관 #경복궁역 #사진 #사진스타그램 #일상 #일상스타그램 #전시회#럽스타그램 #데이트
2019-10-27 19.38.12 2163863835110646332_대림미술관.jpg;은비랑 간ㅋㅋ하이메 아욘 숨겨진 일곱 가지 사연#하이메아욘 #서울 #대림미술관 #경복궁역 #사진 #사진스타그램 #일상 #일상스타그램 #전시회#럽스타그램 #데이트
2019-10-27 19.38.12 2163863835118960261_대림미술관.jpg;은비랑 간ㅋㅋ하이메 아욘 숨겨진 일곱 가지 사연#하이메아욘 #서울 #대림미술관 #경복궁역 #사진 #사진스타그램 #일상 #일상스타그램 #전시회#럽스타그램 #데이트
